"Institusjonskode";"Institusjonsnavn";"Avdelingskode";"Avdelingsnavn";"Årstall";"Semester";"Semesternavn";"Studentkategori";"Kategoritekst";"Antall totalt";"Antall kvinner";"Antall menn"
"1173";"Norges miljø- og biovitenskapelige universitet";"430000";"Fakultet for miljøvitenskap og naturforvaltning";"2020";"1";"Vår";"S";"Studenter";"587";"320";"267"
"1173";"Norges miljø- og biovitenskapelige universitet";"430000";"Fakultet for miljøvitenskap og naturforvaltning";"2019";"1";"Vår";"S";"Studenter";"574";"310";"264"
"1173";"Norges miljø- og biovitenskapelige universitet";"430000";"Fakultet for miljøvitenskap og naturforvaltning";"2019";"3";"Høst";"S";"Studenter";"617";"336";"281"
"1173";"Norges miljø- og biovitenskapelige universitet";"440000";"Fakultet for kjemi, bioteknologi og matvitenskap";"2019";"3";"Høst";"S";"Studenter";"558";"401";"157"
"1173";"Norges miljø- og biovitenskapelige universitet";"440000";"Fakultet for kjemi, bioteknologi og matvitenskap";"2019";"1";"Vår";"S";"Studenter";"540";"388";"152"
"1173";"Norges miljø- og biovitenskapelige universitet";"440000";"Fakultet for kjemi, bioteknologi og matvitenskap";"2020";"1";"Vår";"S";"Studenter";"534";"388";"146"
"1173";"Norges miljø- og biovitenskapelige universitet";"440000";"Fakultet for kjemi, bioteknologi og matvitenskap";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"450000";"Fakultet for biovitenskap";"2020";"1";"Vår";"S";"Studenter";"467";"334";"133"
"1173";"Norges miljø- og biovitenskapelige universitet";"450000";"Fakultet for biovitenskap";"2019";"1";"Vår";"S";"Studenter";"446";"309";"137"
"1173";"Norges miljø- og biovitenskapelige universitet";"450000";"Fakultet for biovitenskap";"2019";"3";"Høst";"S";"Studenter";"522";"369";"153"
"1173";"Norges miljø- og biovitenskapelige universitet";"450210";"Institutt for husdyr- og akvakulturvitenskap";"2019";"1";"Vår";"S";"Studenter";"3";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"450210";"Institutt for husdyr- og akvakulturvitenskap";"2019";"3";"Høst";"S";"Studenter";"28";"19";"9"
"1173";"Norges miljø- og biovitenskapelige universitet";"460000";"Fakultet for realfag og teknologi";"2019";"3";"Høst";"S";"Studenter";"1340";"610";"730"
"1173";"Norges miljø- og biovitenskapelige universitet";"460000";"Fakultet for realfag og teknologi";"2019";"1";"Vår";"S";"Studenter";"1161";"520";"641"
"1173";"Norges miljø- og biovitenskapelige universitet";"460000";"Fakultet for realfag og teknologi";"2020";"1";"Vår";"S";"Studenter";"1209";"554";"655"
"1173";"Norges miljø- og biovitenskapelige universitet";"460000";"Fakultet for realfag og teknologi";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"470000";"Handelshøyskolen";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"470000";"Handelshøyskolen";"2020";"1";"Vår";"S";"Studenter";"628";"290";"338"
"1173";"Norges miljø- og biovitenskapelige universitet";"470000";"Handelshøyskolen";"2019";"1";"Vår";"S";"Studenter";"610";"275";"335"
"1173";"Norges miljø- og biovitenskapelige universitet";"470000";"Handelshøyskolen";"2019";"3";"Høst";"S";"Studenter";"688";"319";"369"
"1174";"Nord universitet";"120000";"Sentraladministrasjonen";"2019";"3";"Høst";"S";"Studenter";"282";"180";"102"
"1174";"Nord universitet";"120000";"Sentraladministrasjonen";"2019";"1";"Vår";"S";"Studenter";"285";"177";"108"
"1174";"Nord universitet";"120000";"Sentraladministrasjonen";"2020";"1";"Vår";"S";"Studenter";"312";"214";"98"
"1174";"Nord universitet";"510000";"Handelshøgskolen (HHN)";"2020";"1";"Vår";"S";"Studenter";"2256";"974";"1282"
"1174";"Nord universitet";"510000";"Handelshøgskolen (HHN)";"2019";"3";"Høst";"S";"Studenter";"2474";"1084";"1390"
"1174";"Nord universitet";"510000";"Handelshøgskolen (HHN)";"2019";"1";"Vår";"S";"Studenter";"2102";"932";"1170"
"1174";"Nord universitet";"520000";"Fakultet for samfunnsvitenskap (FSV)";"2019";"3";"Høst";"S";"Studenter";"1904";"1187";"717"
"1174";"Nord universitet";"520000";"Fakultet for samfunnsvitenskap (FSV)";"2019";"1";"Vår";"S";"Studenter";"1861";"1122";"739"
"1174";"Nord universitet";"520000";"Fakultet for samfunnsvitenskap (FSV)";"2020";"1";"Vår";"S";"Studenter";"1695";"1086";"609"
"1174";"Nord universitet";"530000";"Fakultet for biovitenskap og akvakultur (FBA)";"2019";"1";"Vår";"S";"Studenter";"846";"485";"361"
"1174";"Nord universitet";"530000";"Fakultet for biovitenskap og akvakultur (FBA)";"2020";"1";"Vår";"S";"Studenter";"691";"424";"267"
"1174";"Nord universitet";"530000";"Fakultet for biovitenskap og akvakultur (FBA)";"2019";"3";"Høst";"S";"Studenter";"884";"511";"373"
"1174";"Nord universitet";"540000";"Fakultet for sykepleie og helsevitenskap (FSH)";"2019";"1";"Vår";"S";"Studenter";"2089";"1734";"355"
"1174";"Nord universitet";"540000";"Fakultet for sykepleie og helsevitenskap (FSH)";"2019";"3";"Høst";"S";"Studenter";"2171";"1780";"391"
"1174";"Nord universitet";"540000";"Fakultet for sykepleie og helsevitenskap (FSH)";"2020";"1";"Vår";"S";"Studenter";"2056";"1677";"379"
"1174";"Nord universitet";"550000";"Fakultet for lærerutdanning og kunst- og kulturfag (FLU)";"2020";"1";"Vår";"S";"Studenter";"3076";"2059";"1017"
"1174";"Nord universitet";"550000";"Fakultet for lærerutdanning og kunst- og kulturfag (FLU)";"2019";"3";"Høst";"S";"Studenter";"3376";"2248";"1128"
"1174";"Nord universitet";"550000";"Fakultet for lærerutdanning og kunst- og kulturfag (FLU)";"2019";"1";"Vår";"S";"Studenter";"3261";"2146";"1115"
"1175";"OsloMet – storbyuniversitetet";"510330";"Institutt for fysioterapi";"2019";"1";"Vår";"S";"Studenter";"723";"508";"215"
"1175";"OsloMet – storbyuniversitetet";"510330";"Institutt for fysioterapi";"2020";"1";"Vår";"S";"Studenter";"751";"543";"208"
"1175";"OsloMet – storbyuniversitetet";"510330";"Institutt for fysioterapi";"2019";"3";"Høst";"S";"Studenter";"820";"586";"234"
"1175";"OsloMet – storbyuniversitetet";"510340";"Institutt for ergoterapi og ortopediingeniørfag";"2019";"3";"Høst";"S";"Studenter";"335";"262";"73"
"1175";"OsloMet – storbyuniversitetet";"510340";"Institutt for ergoterapi og ortopediingeniørfag";"2020";"1";"Vår";"S";"Studenter";"310";"234";"76"
"1175";"OsloMet – storbyuniversitetet";"510340";"Institutt for ergoterapi og ortopediingeniørfag";"2019";"1";"Vår";"S";"Studenter";"298";"244";"54"
"1175";"OsloMet – storbyuniversitetet";"510370";"Institutt for atferdsvitenskap";"2019";"1";"Vår";"S";"Studenter";"978";"752";"226"
"1175";"OsloMet – storbyuniversitetet";"510370";"Institutt for atferdsvitenskap";"2020";"1";"Vår";"S";"Studenter";"1011";"758";"253"
"1175";"OsloMet – storbyuniversitetet";"510370";"Institutt for atferdsvitenskap";"2019";"3";"Høst";"S";"Studenter";"1087";"797";"290"
"1175";"OsloMet – storbyuniversitetet";"510380";"Institutt for naturvitenskapelige helsefag";"2019";"3";"Høst";"S";"Studenter";"696";"560";"136"
"1175";"OsloMet – storbyuniversitetet";"510380";"Institutt for naturvitenskapelige helsefag";"2020";"1";"Vår";"S";"Studenter";"647";"527";"120"
"1175";"OsloMet – storbyuniversitetet";"510380";"Institutt for naturvitenskapelige helsefag";"2019";"1";"Vår";"S";"Studenter";"668";"543";"125"
"1175";"OsloMet – storbyuniversitetet";"510390";"Institutt for sykepleie og helsefremmende arbeid";"2019";"1";"Vår";"S";"Studenter";"3227";"2715";"512"
"1175";"OsloMet – storbyuniversitetet";"510390";"Institutt for sykepleie og helsefremmende arbeid";"2020";"1";"Vår";"S";"Studenter";"3118";"2615";"503"
"1175";"OsloMet – storbyuniversitetet";"510390";"Institutt for sykepleie og helsefremmende arbeid";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1175";"OsloMet – storbyuniversitetet";"510390";"Institutt for sykepleie og helsefremmende arbeid";"2019";"3";"Høst";"S";"Studenter";"3221";"2666";"555"
"1175";"OsloMet – storbyuniversitetet";"520000";"Fakultet for lærerutdanning og internasjonale studier (LUI)";"2020";"1";"Vår";"S";"Studenter";"4";"0";"0"
"1175";"OsloMet – storbyuniversitetet";"520000";"Fakultet for lærerutdanning og internasjonale studier (LUI)";"2019";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1175";"OsloMet – storbyuniversitetet";"520310";"Institutt for barnehagelærerutdanning";"2019";"1";"Vår";"S";"Studenter";"1687";"1409";"278"
"1175";"OsloMet – storbyuniversitetet";"520310";"Institutt for barnehagelærerutdanning";"2020";"1";"Vår";"S";"Studenter";"1721";"1420";"301"
"1175";"OsloMet – storbyuniversitetet";"520310";"Institutt for barnehagelærerutdanning";"2019";"3";"Høst";"S";"Studenter";"1860";"1531";"329"
"1175";"OsloMet – storbyuniversitetet";"520320";"Institutt for grunnskole- og faglærerutdanning";"2019";"3";"Høst";"S";"Studenter";"3098";"2117";"981"
"1175";"OsloMet – storbyuniversitetet";"520320";"Institutt for grunnskole- og faglærerutdanning";"2020";"1";"Vår";"S";"Studenter";"2902";"1990";"912"
"1175";"OsloMet – storbyuniversitetet";"520320";"Institutt for grunnskole- og faglærerutdanning";"2019";"1";"Vår";"S";"Studenter";"2799";"1908";"891"
"1175";"OsloMet – storbyuniversitetet";"520330";"Institutt for internasjonale studier og tolkeutdanning";"2019";"1";"Vår";"S";"Studenter";"595";"464";"131"
"1175";"OsloMet – storbyuniversitetet";"520330";"Institutt for internasjonale studier og tolkeutdanning";"2020";"1";"Vår";"S";"Studenter";"568";"439";"129"
"1175";"OsloMet – storbyuniversitetet";"520330";"Institutt for internasjonale studier og tolkeutdanning";"2019";"3";"Høst";"S";"Studenter";"640";"491";"149"
"1175";"OsloMet – storbyuniversitetet";"520340";"Institutt for yrkesfaglærerutdanning";"2019";"3";"Høst";"S";"Studenter";"1614";"1019";"595"
"1175";"OsloMet – storbyuniversitetet";"520340";"Institutt for yrkesfaglærerutdanning";"2020";"1";"Vår";"S";"Studenter";"1561";"980";"581"
"1175";"OsloMet – storbyuniversitetet";"520340";"Institutt for yrkesfaglærerutdanning";"2019";"1";"Vår";"S";"Studenter";"1506";"945";"561"
"1175";"OsloMet – storbyuniversitetet";"530000";"Fakultet for samfunnsvitenskap (SAM)";"2019";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1175";"OsloMet – storbyuniversitetet";"530000";"Fakultet for samfunnsvitenskap (SAM)";"2020";"1";"Vår";"S";"Studenter";"16";"9";"7"
"1175";"OsloMet – storbyuniversitetet";"530000";"Fakultet for samfunnsvitenskap (SAM)";"2019";"3";"Høst";"S";"Studenter";"11";"7";"4"
"1175";"OsloMet – storbyuniversitetet";"530310";"Institutt for arkiv-, bibliotek- og informasjonsfag";"2019";"3";"Høst";"S";"Studenter";"747";"554";"193"
"1175";"OsloMet – storbyuniversitetet";"530310";"Institutt for arkiv-, bibliotek- og informasjonsfag";"2020";"1";"Vår";"S";"Studenter";"627";"459";"168"
"1175";"OsloMet – storbyuniversitetet";"530310";"Institutt for arkiv-, bibliotek- og informasjonsfag";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1175";"OsloMet – storbyuniversitetet";"530310";"Institutt for arkiv-, bibliotek- og informasjonsfag";"2019";"1";"Vår";"S";"Studenter";"658";"482";"176"
"1175";"OsloMet – storbyuniversitetet";"530320";"Institutt for journalistikk og mediefag";"2019";"1";"Vår";"S";"Studenter";"403";"278";"125"
"1175";"OsloMet – storbyuniversitetet";"530320";"Institutt for journalistikk og mediefag";"2020";"1";"Vår";"S";"Studenter";"442";"318";"124"
"1175";"OsloMet – storbyuniversitetet";"530320";"Institutt for journalistikk og mediefag";"2019";"3";"Høst";"S";"Studenter";"491";"352";"139"
"1175";"OsloMet – storbyuniversitetet";"530340";"Institutt for sosialfag";"2019";"3";"Høst";"S";"Studenter";"1397";"1158";"239"
"1175";"OsloMet – storbyuniversitetet";"530340";"Institutt for sosialfag";"2020";"1";"Vår";"S";"Studenter";"1284";"1075";"209"
"1175";"OsloMet – storbyuniversitetet";"530340";"Institutt for sosialfag";"2019";"1";"Vår";"S";"Studenter";"1388";"1173";"215"
"1175";"OsloMet – storbyuniversitetet";"530350";"Handelshøyskolen";"2019";"1";"Vår";"S";"Studenter";"1501";"857";"644"
"1175";"OsloMet – storbyuniversitetet";"530350";"Handelshøyskolen";"2020";"1";"Vår";"S";"Studenter";"1531";"893";"638"
"1175";"OsloMet – storbyuniversitetet";"530350";"Handelshøyskolen";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1175";"OsloMet – storbyuniversitetet";"530350";"Handelshøyskolen";"2019";"3";"Høst";"S";"Studenter";"1713";"1007";"706"
"1175";"OsloMet – storbyuniversitetet";"540000";"Fakultet for teknologi, kunst og design (TKD)";"2020";"1";"Vår";"S";"Studenter";"27";"4";"23"
"1175";"OsloMet – storbyuniversitetet";"540000";"Fakultet for teknologi, kunst og design (TKD)";"2019";"1";"Vår";"S";"Studenter";"48";"12";"36"
"1175";"OsloMet – storbyuniversitetet";"540000";"Fakultet for teknologi, kunst og design (TKD)";"2019";"3";"Høst";"S";"Studenter";"32";"6";"26"
"1175";"OsloMet – storbyuniversitetet";"540310";"Institutt for bygg- og energiteknikk";"2019";"1";"Vår";"S";"Studenter";"633";"145";"488"
"1175";"OsloMet – storbyuniversitetet";"540310";"Institutt for bygg- og energiteknikk";"2020";"1";"Vår";"S";"Studenter";"664";"168";"496"
"1175";"OsloMet – storbyuniversitetet";"540310";"Institutt for bygg- og energiteknikk";"2019";"3";"Høst";"S";"Studenter";"691";"173";"518"
"1175";"OsloMet – storbyuniversitetet";"540320";"Institutt for maskin, elektronikk og kjemi";"2019";"3";"Høst";"S";"Studenter";"661";"157";"504"
"1175";"OsloMet – storbyuniversitetet";"540320";"Institutt for maskin, elektronikk og kjemi";"2020";"1";"Vår";"S";"Studenter";"678";"167";"511"
"1175";"OsloMet – storbyuniversitetet";"540320";"Institutt for maskin, elektronikk og kjemi";"2019";"1";"Vår";"S";"Studenter";"582";"114";"468"
"1175";"OsloMet – storbyuniversitetet";"540330";"Institutt for informasjonsteknologi";"2019";"1";"Vår";"S";"Studenter";"781";"152";"629"
"1175";"OsloMet – storbyuniversitetet";"540330";"Institutt for informasjonsteknologi";"2020";"1";"Vår";"S";"Studenter";"906";"223";"683"
"1175";"OsloMet – storbyuniversitetet";"540330";"Institutt for informasjonsteknologi";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1175";"OsloMet – storbyuniversitetet";"540330";"Institutt for informasjonsteknologi";"2019";"3";"Høst";"A";"Andre";"102";"26";"76"
"1175";"OsloMet – storbyuniversitetet";"540330";"Institutt for informasjonsteknologi";"2019";"1";"Vår";"A";"Andre";"158";"51";"107"
"1175";"OsloMet – storbyuniversitetet";"540330";"Institutt for informasjonsteknologi";"2020";"1";"Vår";"A";"Andre";"84";"19";"65"
"1175";"OsloMet – storbyuniversitetet";"540330";"Institutt for informasjonsteknologi";"2019";"3";"Høst";"S";"Studenter";"1043";"255";"788"
"1175";"OsloMet – storbyuniversitetet";"540340";"Institutt for produktdesign";"2019";"3";"Høst";"S";"Studenter";"174";"86";"88"
"1175";"OsloMet – storbyuniversitetet";"540340";"Institutt for produktdesign";"2020";"1";"Vår";"S";"Studenter";"175";"83";"92"
"1175";"OsloMet – storbyuniversitetet";"540340";"Institutt for produktdesign";"2019";"1";"Vår";"S";"Studenter";"159";"82";"77"
"1175";"OsloMet – storbyuniversitetet";"540350";"Institutt for estetiske fag";"2020";"1";"Vår";"S";"Studenter";"642";"517";"125"
"1175";"OsloMet – storbyuniversitetet";"540350";"Institutt for estetiske fag";"2019";"1";"Vår";"S";"Studenter";"555";"460";"95"
"1175";"OsloMet – storbyuniversitetet";"540350";"Institutt for estetiske fag";"2019";"3";"Høst";"S";"Studenter";"693";"551";"142"
"1176";"Universitetet i Sørøst-Norge";"610200";"Institutt for sykepleie- og helsevitenskap";"2019";"3";"Høst";"S";"Studenter";"1885";"1677";"208"
"1176";"Universitetet i Sørøst-Norge";"610200";"Institutt for sykepleie- og helsevitenskap";"2019";"1";"Vår";"S";"Studenter";"1835";"1637";"198"
"1176";"Universitetet i Sørøst-Norge";"610200";"Institutt for sykepleie- og helsevitenskap";"2019";"3";"Høst";"P";"Personer uten studierett";"3";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"610200";"Institutt for sykepleie- og helsevitenskap";"2020";"1";"Vår";"S";"Studenter";"1754";"1564";"190"
"1176";"Universitetet i Sørøst-Norge";"610300";"Institutt for optometri, radiografi og lysdesign";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"610300";"Institutt for optometri, radiografi og lysdesign";"2019";"3";"Høst";"P";"Personer uten studierett";"5";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"610300";"Institutt for optometri, radiografi og lysdesign";"2020";"1";"Vår";"S";"Studenter";"486";"363";"123"
"1176";"Universitetet i Sørøst-Norge";"610300";"Institutt for optometri, radiografi og lysdesign";"2019";"1";"Vår";"S";"Studenter";"507";"369";"138"
"1176";"Universitetet i Sørøst-Norge";"610300";"Institutt for optometri, radiografi og lysdesign";"2019";"3";"Høst";"S";"Studenter";"514";"384";"130"
"1176";"Universitetet i Sørøst-Norge";"610400";"Institutt for helse-, sosial- og velferdsfag";"2019";"3";"Høst";"S";"Studenter";"714";"597";"117"
"1176";"Universitetet i Sørøst-Norge";"610400";"Institutt for helse-, sosial- og velferdsfag";"2019";"1";"Vår";"S";"Studenter";"651";"541";"110"
"1176";"Universitetet i Sørøst-Norge";"610400";"Institutt for helse-, sosial- og velferdsfag";"2020";"1";"Vår";"S";"Studenter";"652";"540";"112"
"1176";"Universitetet i Sørøst-Norge";"610400";"Institutt for helse-, sosial- og velferdsfag";"2019";"3";"Høst";"P";"Personer uten studierett";"8";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"610910";"EVU - Institutt for sykepleie- og helsevitenskap";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"610910";"EVU - Institutt for sykepleie- og helsevitenskap";"2020";"1";"Vår";"S";"Studenter";"370";"358";"12"
"1176";"Universitetet i Sørøst-Norge";"610910";"EVU - Institutt for sykepleie- og helsevitenskap";"2019";"1";"Vår";"S";"Studenter";"319";"309";"10"
"1176";"Universitetet i Sørøst-Norge";"610910";"EVU - Institutt for sykepleie- og helsevitenskap";"2019";"3";"Høst";"S";"Studenter";"397";"383";"14"
"1176";"Universitetet i Sørøst-Norge";"610920";"EVU - Institutt for optometri, radiografi og lysdesign";"2019";"3";"Høst";"S";"Studenter";"29";"21";"8"
"1176";"Universitetet i Sørøst-Norge";"610920";"EVU - Institutt for optometri, radiografi og lysdesign";"2019";"1";"Vår";"S";"Studenter";"45";"35";"10"
